"Horodateur","Sur dix cours magistraux prévus de 8h à 10h, vous estimez être présent(e) combien de fois?","Même question pour des cours de 10h à 12h","Même question de 14h à 16h","Même question de 16h à 18h","Dans quelle école ou partie de Rennes 1 étudiez-vous?","En quelle année êtes-vous?"
"2019/01/14 9:40:31 PM UTC+2","10","10","10","10","Science et Propriété de la Matière (SPM)","M2"
"2019/01/14 9:44:09 PM UTC+2","7","8","8","7","Philosophie","L1"
"2019/01/14 9:45:53 PM UTC+2","4","3","8","6","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/14 9:48:29 PM UTC+2","10","10","10","10","École Supérieure d'Ingénieurs de Rennes (ESIR)","M1"
"2019/01/14 10:09:20 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/14 10:29:07 PM UTC+2","10","10","10","10","Mathématiques","L3"
"2019/01/14 10:31:47 PM UTC+2","7","7","8","9","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/14 10:50:12 PM UTC+2","6","9","10","10","Informatique (ISTIC);Science et Propriété de la Matière (SPM);ENS Rennes","M1"
"2019/01/14 11:00:20 PM UTC+2","10","10","10","10","Mathématiques","L3"
"2019/01/14 11:08:41 PM UTC+2","8","9","9","9","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/15 12:01:56 AM UTC+2","6","9","10","9","Mathématiques","L1"
"2019/01/15 12:14:56 AM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/15 12:18:16 AM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L3"
"2019/01/15 12:26:47 AM UTC+2","8","9","9","9","Mathématiques","L1"
"2019/01/15 12:55:33 AM UTC+2","10","10","10","10","Informatique (ISTIC)","L2"
"2019/01/15 1:38:57 AM UTC+2","10","10","10","10","Science et Propriété de la Matière (SPM)","L3"
"2019/01/15 2:46:50 AM UTC+2","10","10","10","10","OSUR","M1"
"2019/01/15 7:44:54 AM UTC+2","8","10","10","10","Science et Propriété de la Matière (SPM)","L1"
"2019/01/15 7:50:55 AM UTC+2","10","9","9","9","Mathématiques","L1"
"2019/01/15 8:40:01 AM UTC+2","9","9","9","9","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/15 9:23:48 AM UTC+2","9","10","10","9","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/15 9:36:14 AM UTC+2","8","9","9","9","Science et Propriété de la Matière (SPM)","L3"
"2019/01/15 10:36:27 AM UTC+2","10","10","10","10","Mathématiques","M2"
"2019/01/15 10:53:22 AM UTC+2","7","9","10","9","Informatique (ISTIC)","L3"
"2019/01/15 10:58:06 AM UTC+2","10","10","10","10","Mathématiques","L1"
"2019/01/15 11:47:18 AM UTC+2","4","8","9","5","Informatique (ISTIC)","L1"
"2019/01/15 11:57:45 AM UTC+2","8","10","10","7","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/15 12:07:10 PM UTC+2","10","10","10","10","Science et Propriété de la Matière (SPM)","L1"
"2019/01/15 12:07:21 PM UTC+2","8","9","10","7","Science de la vie et de l'environnement (SVE)","M2"
"2019/01/15 12:14:24 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/15 12:21:01 PM UTC+2","9","10","10","10","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/15 12:38:42 PM UTC+2","8","9","9","9","Mathématiques","M2"
"2019/01/15 1:30:01 PM UTC+2","10","10","10","10","Science et Propriété de la Matière (SPM)","L2"
"2019/01/15 1:33:09 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L3"
"2019/01/15 1:42:55 PM UTC+2","4","8","9","7","Science et Propriété de la Matière (SPM)","L2"
"2019/01/15 1:49:55 PM UTC+2","7","10","10","7","Science et Propriété de la Matière (SPM)","L1"
"2019/01/15 2:02:59 PM UTC+2","6","8","10","10","Informatique (ISTIC)","M1"
"2019/01/15 2:31:57 PM UTC+2","8","9","10","10","Mathématiques","M1"
"2019/01/15 2:39:16 PM UTC+2","10","10","10","9","OSUR","M2"
"2019/01/15 3:10:41 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L3"
"2019/01/15 3:34:12 PM UTC+2","1","1","1","1","Mathématiques","L1"
"2019/01/15 4:01:39 PM UTC+2","5","8","7","4","Science et Propriété de la Matière (SPM)","L3"
"2019/01/15 4:44:07 PM UTC+2","9","10","10","10","Science de la vie et de l'environnement (SVE)","L3"
"2019/01/15 4:56:00 PM UTC+2","9","10","10","10","Informatique (ISTIC)","M2"
"2019/01/15 5:14:30 PM UTC+2","9","10","10","10","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/15 5:37:45 PM UTC+2","9","10","10","9","Informatique (ISTIC)","M2"
"2019/01/15 5:41:01 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/15 5:42:17 PM UTC+2","10","10","10","10","Biodiversité écologie environnement (OSUR)","M1"
"2019/01/15 6:53:31 PM UTC+2","10","10","10","10","Philosophie","L1"
"2019/01/15 7:41:25 PM UTC+2","7","9","9","8","Science et Propriété de la Matière (SPM)","L3"
"2019/01/15 7:44:42 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/15 8:28:45 PM UTC+2","6","9","10","9","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/15 9:09:46 PM UTC+2","10","10","10","10","Science et Propriété de la Matière (SPM)","L3"
"2019/01/15 9:31:02 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/15 10:26:24 PM UTC+2","10","10","10","10","Mathématiques","L2"
"2019/01/15 10:52:04 PM UTC+2","1","3","3","3","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/15 11:12:23 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L3"
"2019/01/16 1:21:07 AM UTC+2","10","10","10","8","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/16 5:46:16 AM UTC+2","10","10","10","10","Mathématiques","L3"
"2019/01/16 8:57:05 AM UTC+2","9","10","10","10","Science et Propriété de la Matière (SPM)","L2"
"2019/01/16 10:10:16 AM UTC+2","6","9","10","9","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/16 1:21:34 PM UTC+2","10","10","10","9","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/16 1:43:57 PM UTC+2","7","10","10","7","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/16 2:26:32 PM UTC+2","7","10","10","10","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/16 2:34:46 PM UTC+2","9","9","9","8","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/16 2:38:13 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L3"
"2019/01/16 2:38:48 PM UTC+2","10","8","10","9","Informatique (ISTIC)","L2"
"2019/01/16 3:35:48 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","M2"
"2019/01/16 3:40:04 PM UTC+2","10","10","10","10","Informatique (ISTIC)","M2"
"2019/01/16 3:59:04 PM UTC+2","7","9","9","9","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/16 4:02:05 PM UTC+2","9","10","10","9","Science de la vie et de l'environnement (SVE)","M1"
"2019/01/16 4:35:30 PM UTC+2","10","10","10","10","Philosophie","L1"
"2019/01/16 5:12:32 PM UTC+2","6","8","10","7","École Nationale Supérieure de Chimie de Rennes  (ENSCR)","L3"
"2019/01/16 5:16:21 PM UTC+2","9","10","10","9","Science de la vie et de l'environnement (SVE)","M2"
"2019/01/16 5:52:05 PM UTC+2","7","10","10","8","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/16 8:05:38 PM UTC+2","9","10","10","5","Science et Propriété de la Matière (SPM)","L2"
"2019/01/16 8:15:17 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/16 8:16:50 PM UTC+2","8","9","10","9","Mathématiques","M1"
"2019/01/16 8:30:41 PM UTC+2","3","8","8","7","Science et Propriété de la Matière (SPM)","L1"
"2019/01/16 8:51:17 PM UTC+2","9","9","9","9","Science de la vie et de l'environnement (SVE)","M1"
"2019/01/16 10:59:18 PM UTC+2","10","10","10","10","Informatique (ISTIC)","L1"
"2019/01/16 11:25:54 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/16 11:36:43 PM UTC+2","10","10","10","10","Informatique (ISTIC)","L2"
"2019/01/17 12:35:52 AM UTC+2","6","9","10","10","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/17 4:28:24 AM UTC+2","7","9","10","10","Informatique (ISTIC)","L3"
"2019/01/17 9:23:43 AM UTC+2","10","10","10","10","École Supérieure d'Ingénieurs de Rennes (ESIR)","L2"
"2019/01/17 2:01:54 PM UTC+2","10","10","10","10","Mathématiques","L3"
"2019/01/17 2:06:53 PM UTC+2","9","9","9","9","Science de la vie et de l'environnement (SVE)","L3"
"2019/01/17 2:20:37 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L3"
"2019/01/17 6:14:37 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L3"
"2019/01/17 6:49:47 PM UTC+2","3","9","9","8","Science de la vie et de l'environnement (SVE)","L3"
"2019/01/17 9:29:48 PM UTC+2","5","10","10","7","Science de la vie et de l'environnement (SVE)","M1"
"2019/01/17 11:01:55 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/18 12:16:01 AM UTC+2","7","9","8","7","Mathématiques","L3"
"2019/01/18 8:18:15 AM UTC+2","9","9","9","9","Informatique (ISTIC)","L3"
"2019/01/18 2:18:29 PM UTC+2","5","7","7","7","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/18 3:34:27 PM UTC+2","7","10","10","7","Science de la vie et de l'environnement (SVE)","M2"
"2019/01/18 3:49:04 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","M2"
"2019/01/18 4:29:40 PM UTC+2","9","10","10","10","Science de la vie et de l'environnement (SVE)","L3"
"2019/01/18 10:21:01 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/20 4:04:58 PM UTC+2","8","9","10","9","Informatique (ISTIC)","L2"
"2019/01/20 8:56:52 PM UTC+2","6","9","7","3","Science et Propriété de la Matière (SPM)","L3"
"2019/01/20 10:29:39 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","M1"
"2019/01/20 10:42:19 PM UTC+2","9","9","10","10","Science de la vie et de l'environnement (SVE)","L3"
"2019/01/20 11:31:54 PM UTC+2","5","8","8","8","Science de la vie et de l'environnement (SVE)","L3"
"2019/01/21 2:32:42 AM UTC+2","9","10","10","10","Science et Propriété de la Matière (SPM)","M2"
"2019/01/21 9:52:15 PM UTC+2","8","10","10","7","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/22 1:13:09 AM UTC+2","4","8","10","9","Mathématiques","L2"
"2019/01/22 11:18:27 AM UTC+2","2","10","10","10","Informatique (ISTIC)","M2"
"2019/01/22 12:04:33 PM UTC+2","8","8","8","8","Institut National des Sciences Appliquées de Rennes (INSA)","Ingénieur"
"2019/01/22 2:36:18 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","M2"
"2019/01/22 2:53:12 PM UTC+2","9","10","10","8","Science de la vie et de l'environnement (SVE)","L3"
"2019/01/22 3:51:00 PM UTC+2","8","10","10","10","Philosophie","M2"
"2019/01/22 9:20:34 PM UTC+2","3","6","7","8","Philosophie","M2"
"2019/01/23 12:56:46 AM UTC+2","7","10","10","7","Informatique (ISTIC)","L2"
"2019/01/23 8:59:40 AM UTC+2","10","10","10","10","Mathématiques","L2"
"2019/01/23 11:14:29 AM UTC+2","5","10","10","9","Science et Propriété de la Matière (SPM)","L3"
"2019/01/23 2:26:09 PM UTC+2","8","9","10","9","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/24 2:42:51 PM UTC+2","4","5","8","8","Institut Universitaire de Technologie (IUT)","L1"
"2019/01/24 2:43:12 PM UTC+2","10","10","10","10","Philosophie","L2"
"2019/01/24 6:46:38 PM UTC+2","7","10","10","10","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/24 6:51:31 PM UTC+2","4","1","2","2","Science de la vie et de l'environnement (SVE)","L3"
"2019/01/24 9:08:53 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/24 10:22:01 PM UTC+2","9","10","10","10","Science et Propriété de la Matière (SPM)","L1"
"2019/01/25 1:13:24 PM UTC+2","5","9","9","9","Science de la vie et de l'environnement (SVE)","L3"
"2019/01/25 1:19:07 PM UTC+2","8","10","9","10","Science et Propriété de la Matière (SPM)","L2"
"2019/01/25 2:23:58 PM UTC+2","1","3","6","7","Mathématiques","L3"
"2019/01/26 12:49:20 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/27 3:57:53 PM UTC+2","4","6","5","1","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/28 10:02:56 AM UTC+2","10","10","9","9","Institut National des Sciences Appliquées de Rennes (INSA)","3e annee inge"
"2019/01/28 10:02:59 AM UTC+2","4","6","6","6","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 10:03:10 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 10:03:42 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","2STPI"
"2019/01/28 10:03:48 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 10:04:06 AM UTC+2","8","9","9","8","Institut National des Sciences Appliquées de Rennes (INSA)","M2"
"2019/01/28 10:04:19 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/28 10:04:21 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 10:04:36 AM UTC+2","9","9","9","8","Institut National des Sciences Appliquées de Rennes (INSA)","M2"
"2019/01/28 10:04:39 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 10:04:50 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/28 10:04:55 AM UTC+2","7","9","9","9","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 10:05:07 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","M2"
"2019/01/28 10:05:23 AM UTC+2","7","8","8","7","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 10:05:24 AM UTC+2","6","9","9","6","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 10:05:46 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","5e année d'école d'ingénieur"
"2019/01/28 10:06:02 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 10:06:15 AM UTC+2","5","9","7","7","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 10:06:27 AM UTC+2","7","8","8","8","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/28 10:06:41 AM UTC+2","10","10","10","5","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/28 10:06:52 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","M2"
"2019/01/28 10:07:13 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 10:07:27 AM UTC+2","8","9","9","9","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 10:07:32 AM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L3"
"2019/01/28 10:07:33 AM UTC+2","8","9","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 10:07:35 AM UTC+2","9","10","10","9","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 10:07:56 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","M2"
"2019/01/28 10:08:29 AM UTC+2","6","8","9","9","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 10:08:51 AM UTC+2","7","7","7","7","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 10:09:19 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 10:09:45 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 10:10:09 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","M2"
"2019/01/28 10:10:16 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/28 10:10:22 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/28 10:10:25 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 10:10:29 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/28 10:10:30 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","première année"
"2019/01/28 10:10:45 AM UTC+2","9","10","10","8","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/28 10:10:46 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 10:11:03 AM UTC+2","3","8","10","7","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 10:11:10 AM UTC+2","6","9","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 10:11:29 AM UTC+2","8","10","10","8","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 10:11:37 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","2 STPI"
"2019/01/28 10:12:48 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/28 10:13:10 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 10:14:10 AM UTC+2","8","9","10","8","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 10:14:12 AM UTC+2","8","9","9","8","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 10:14:16 AM UTC+2","7","7","7","7","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 10:15:58 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 10:16:30 AM UTC+2","6","8","8","7","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 10:16:41 AM UTC+2","5","8","10","6","Institut National des Sciences Appliquées de Rennes (INSA)","M2"
"2019/01/28 10:16:52 AM UTC+2","9","10","9","10","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/28 10:17:47 AM UTC+2","2","5","5","5","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 10:17:47 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/28 10:17:52 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/28 10:19:55 AM UTC+2","4","8","8","7","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 10:19:59 AM UTC+2","6","9","9","10","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 10:20:08 AM UTC+2","5","8","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 10:21:21 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 10:21:27 AM UTC+2","8","9","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/28 10:21:28 AM UTC+2","6","8","6","2","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 10:21:47 AM UTC+2","3","6","8","8","Institut National des Sciences Appliquées de Rennes (INSA)","M2"
"2019/01/28 10:24:15 AM UTC+2","9","10","10","9","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 10:24:33 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
